Geographic Area Name [0],State [1],Type [2],Population (2020) [3],CENTLAT [4],CENTLON [5],Nearest 5K+ city,Nearest 5K+ distance
Pottery Addition CDP,Ohio,CDP,258,40.402792,-80.6245407,Loading...,Loading...
Pulaski CDP,Ohio,CDP,121,41.5108318,-84.507889,Loading...,3.476464382
Radnor CDP,Ohio,CDP,180,40.385238,-83.1458846,Loading...,Loading...
Raymond CDP,Ohio,CDP,280,40.3350143,-83.4634743,Loading...,Loading...
Reedurban CDP,Ohio,CDP,5889,40.7978503,-81.4358394,Loading...,Loading...
Remington CDP,Ohio,CDP,368,39.2288191,-84.3221858,Loading...,Loading...
Reno Beach CDP,Ohio,CDP,713,41.6616791,-83.2651514,Loading...,Loading...
Reno CDP,Ohio,CDP,1129,39.3768174,-81.3933053,Loading...,Loading...
Richmond Dale CDP,Ohio,CDP,386,39.2041915,-82.81215,Loading...,Loading...
Richville CDP,Ohio,CDP,3209,40.7528821,-81.4683453,Loading...,Loading...
Ridgeville Corners CDP,Ohio,CDP,416,41.4387534,-84.2553639,Loading...,Loading...
Ridgewood CDP,Ohio,CDP,506,39.1898907,-84.4343817,Loading...,Loading...
Roachester CDP,Ohio,CDP,579,39.3538548,-84.0988999,Loading...,Loading...
Robertsville CDP,Ohio,CDP,293,40.7619801,-81.193778,Loading...,Loading...
Rockbridge CDP,Ohio,CDP,160,39.5862284,-82.5262291,Loading...,Loading...
Rocky Fork Point CDP,Ohio,CDP,742,39.1878453,-83.4901063,Loading...,Loading...
Rose Farm CDP,Ohio,CDP,111,39.7358118,-82.0778245,Loading...,Loading...
Roseland CDP,Ohio,CDP,1495,40.7863058,-82.5472341,Loading...,Loading...
Rosemount CDP,Ohio,CDP,2117,38.7812357,-82.9663946,Portsmouth cityOhio,Loading...
Rosewood CDP,Ohio,CDP,224,40.2173872,-83.9634305,Loading...,Loading...
Ross CDP,Ohio,CDP,3478,39.314645,-84.65993,Loading...,Loading...
Rossmoyne CDP,Ohio,CDP,1788,39.2152534,-84.3887744,Loading...,0.9225489654
Rudolph CDP,Ohio,CDP,415,41.2965623,-83.6640419,Loading...,Loading...
Salem Heights CDP (Columbiana County),Ohio,CDP,336,39.0657982,-84.3840156,Loading...,Loading...
Salem Heights CDP (Hamilton County),Ohio,CDP,3862,40.9031546,-80.8871029,Loading...,Loading...
Salesville CDP,Ohio,CDP,123,39.9740892,-81.3365677,Cambridge cityOhio,Loading...
Sandyville CDP,Ohio,CDP,350,40.6467231,-81.3670551,Loading...,Loading...
Sardis CDP,Ohio,CDP,522,39.6269211,-80.9058451,Loading...,Loading...
Sawyerwood CDP,Ohio,CDP,1382,41.0344429,-81.4412515,Loading...,Loading...
Saybrook-on-the-Lake CDP,Ohio,CDP,1050,41.8670396,-80.8791097,Loading...,Loading...
Sciotodale CDP,Ohio,CDP,1049,38.7538667,-82.8604939,Loading...,Loading...
Sharon Center CDP,Ohio,CDP,918,41.0960448,-81.7392935,Loading...,Loading...
Shawnee CDP,Ohio,CDP,747,39.136639,-84.7887238,Loading...,Loading...
Shawnee Hills CDP,Ohio,CDP,2230,39.6514686,-83.7821557,Loading...,Loading...
Sherwood CDP,Ohio,CDP,3633,39.0852866,-84.3608339,Loading...,Loading...
Shiloh CDP,Ohio,CDP,10952,39.8159506,-84.2319114,Loading...,Loading...
Sixteen Mile Stand CDP,Ohio,CDP,3091,39.2749034,-84.3265495,Loading...,Loading...
Skyline Acres CDP,Ohio,CDP,1446,39.2282419,-84.566074,Loading...,Loading...
Somerville CDP,Ohio,CDP,258,39.5638596,-84.6389851,Loading...,Loading...
South Canal CDP,Ohio,CDP,1101,41.1760716,-80.986581,Loading...,Loading...
South Mount Vernon CDP,Ohio,CDP,714,40.3823546,-82.5018557,Loading...,Loading...
St. Johns CDP,Ohio,CDP,181,40.5558525,-84.0795979,Loading...,Loading...
St. Martin CDP,Ohio,CDP,200,39.2117731,-83.884405,Loading...,Loading...
Sterling CDP,Ohio,CDP,432,40.9662444,-81.8439424,Loading...,Loading...
Stewart CDP,Ohio,CDP,221,39.3080285,-81.8974901,Loading...,Loading...
Stockdale CDP,Ohio,CDP,111,38.95784,-82.857325,Loading...,Loading...
Stony Prairie CDP,Ohio,CDP,1218,41.3522233,-83.151868,Loading...,Loading...
Stony Ridge CDP,Ohio,CDP,434,41.5075458,-83.5093294,Loading...,Loading...
Suffield CDP,Ohio,CDP,949,41.0204119,-81.3471178,Loading...,4.99571385
Sullivan CDP,Ohio,CDP,603,41.0279671,-82.2212176,Loading...,Loading...
Sulphur Springs CDP,Ohio,CDP,197,40.8722198,-82.8764297,Loading...,Loading...
Summerside CDP,Ohio,CDP,4941,39.1187741,-84.2861128,Loading...,Loading...
Taylor Creek CDP,Ohio,CDP,4056,39.2362395,-84.6802471,Loading...,Loading...
Tedrow CDP,Ohio,CDP,168,41.6029124,-84.2042734,Loading...,Loading...
The Plains CDP,Ohio,CDP,3140,39.3654563,-82.1343604,Loading...,Loading...
Thornport CDP,Ohio,CDP,1120,39.9209272,-82.4270804,Loading...,Loading...
Tippecanoe CDP,Ohio,CDP,83,40.2737565,-81.281066,Loading...,Loading...
Trinway CDP,Ohio,CDP,358,40.137604,-82.0118908,Loading...,Loading...
Tuppers Plains CDP,Ohio,CDP,438,39.1726245,-81.8465821,Loading...,Loading...
Turpin Hills CDP,Ohio,CDP,5162,39.1063508,-84.3702618,Loading...,Loading...
Twinsburg Heights CDP,Ohio,CDP,999,41.3063666,-81.4579004,Loading...,Loading...
Uniontown CDP,Ohio,CDP,7173,40.9634614,-81.406135,Loading...,Loading...
Uniopolis CDP,Ohio,CDP,188,40.6023221,-84.0856923,Loading...,Loading...
Valley City CDP,Ohio,CDP,943,41.2336468,-81.9396105,Loading...,Loading...
Vaughnsville CDP,Ohio,CDP,278,40.8814034,-84.1460123,Loading...,Loading...
Vickery CDP,Ohio,CDP,101,41.3769293,-82.9415099,Loading...,Loading...
Vienna Center CDP,Ohio,CDP,622,41.2344574,-80.6540714,Loading...,Loading...
Vincent CDP,Ohio,CDP,329,39.3748514,-81.6709953,Loading...,Loading...
Walnut Creek CDP,Ohio,CDP,908,40.542758,-81.7212642,Loading...,12.66851312
Waterford CDP,Ohio,CDP,384,39.5406644,-81.6423734,Loading...,Loading...
West Hill CDP,Ohio,CDP,2218,41.2299849,-80.5269584,Loading...,Loading...
West Logan CDP,Ohio,CDP,912,39.5379923,-82.4286026,Loading...,Loading...
West Portsmouth CDP,Ohio,CDP,2928,38.7621701,-83.0416594,Loading...,Loading...
Westminster CDP,Ohio,CDP,406,40.6990203,-83.9794619,Loading...,Loading...
Wetherington CDP,Ohio,CDP,1381,39.3633445,-84.3766925,Loading...,Loading...
Wheelersburg CDP,Ohio,CDP,6531,38.7382966,-82.8421084,Loading...,5.618478553
White Oak CDP,Ohio,CDP,19541,39.2106256,-84.6061452,Loading...,Loading...
Whites Landing CDP,Ohio,CDP,350,41.4308776,-82.8958345,Loading...,Loading...
Wightmans Grove CDP,Ohio,CDP,55,41.4243046,-83.0467998,Loading...,Loading...
Wilberforce CDP,Ohio,CDP,2410,39.7150889,-83.884698,Loading...,Loading...
Wilkshire Hills CDP,Ohio,CDP,2940,40.6360702,-81.4312827,Loading...,Loading...
Williamsdale CDP,Ohio,CDP,578,39.4420745,-84.5298311,Loading...,Loading...
Williston CDP,Ohio,CDP,439,41.6026136,-83.341909,Loading...,Loading...
Winesburg CDP,Ohio,CDP,340,40.6174855,-81.6947373,Loading...,Loading...
Withamsville CDP,Ohio,CDP,7357,39.0627895,-84.2807666,Loading...,Loading...
Wolfhurst CDP,Ohio,CDP,1119,40.0689895,-80.7810416,Loading...,Loading...
Woodsdale CDP,Ohio,CDP,442,39.433117,-84.4845203,Loading...,Loading...
Woodworth CDP,Ohio,CDP,1784,40.9777118,-80.6546302,Loading...,Loading...
Wright-Patterson AFB CDP,Ohio,CDP,1567,39.8111853,-84.0572582,Loading...,Loading...
Aberdeen village,Ohio,INC,1515,38.671125,-83.7702639,Loading...,Loading...
Ada village,Ohio,INC,5334,40.7681441,-83.8251923,Loading...,Loading...
Adamsville village,Ohio,INC,140,40.0688929,-81.8826365,Loading...,Loading...
Addyston village,Ohio,INC,927,39.1370847,-84.7104655,Loading...,Loading...
Adelphi village,Ohio,INC,322,39.4646265,-82.7456326,Loading...,Loading...
Adena village,Ohio,INC,664,40.2166634,-80.87621,Loading...,Loading...
Akron city,Ohio,INC,190469,41.0798399,-81.52193,Loading...,Loading...
Albany village,Ohio,INC,917,39.2244467,-82.197505,Loading...,Loading...
Alexandria village,Ohio,INC,483,40.0900259,-82.6119635,Loading...,Loading...
Alger village,Ohio,INC,837,40.7097963,-83.8440345,Loading...,Loading...
Alliance city,Ohio,INC,21672,40.9107023,-81.1189245,Louisville cityOhio,Loading...
Amanda village,Ohio,INC,673,39.650109,-82.7417174,Loading...,Loading...
Amberley village,Ohio,INC,3840,39.2034895,-84.4282883,Loading...,Loading...
Amesville village,Ohio,INC,171,39.4014373,-81.9549633,Loading...,Loading...
Amherst city,Ohio,INC,12681,41.4022125,-82.2303241,Loading...,Loading...
Amsterdam village,Ohio,INC,436,40.4717332,-80.9216884,Loading...,Loading...
Andover village,Ohio,INC,972,41.6065504,-80.568686,Loading...,Loading...
Anna village,Ohio,INC,1470,40.3957228,-84.1753536,Loading...,Loading...
Ansonia village,Ohio,INC,1160,40.2141144,-84.634398,Loading...,Loading...
Antioch village,Ohio,INC,71,39.6610655,-81.0669949,Loading...,Loading...
Antwerp village,Ohio,INC,1676,41.1797808,-84.7377579,Loading...,Loading...
Apple Creek village,Ohio,INC,1188,40.7486094,-81.8333439,Loading...,Loading...
Aquilla village,Ohio,INC,305,41.5465228,-81.1730641,Loading...,Loading...
Arcadia village,Ohio,INC,564,41.1079222,-83.5147393,Loading...,Loading...
Arcanum village,Ohio,INC,2347,39.992308,-84.5543226,Loading...,Loading...
Archbold village,Ohio,INC,4516,41.5165887,-84.303875,Loading...,Loading...
Arlington Heights village,Ohio,INC,823,39.2153449,-84.4555423,Loading...,Loading...
Arlington village,Ohio,INC,1492,40.8937081,-83.6529377,Loading...,Loading...
Ashland city,Ohio,INC,19225,40.866828,-82.3156646,Loading...,Loading...
Ashley village,Ohio,INC,1198,40.4098055,-82.9516531,Loading...,Loading...
Ashtabula city,Ohio,INC,17975,41.8804792,-80.798369,Loading...,Loading...
Ashville village,Ohio,INC,4529,39.7238916,-82.9574932,Loading...,Loading...
Athalia village,Ohio,INC,279,38.512701,-82.3095555,Loading...,Loading...
Athens city,Ohio,INC,23849,39.3269902,-82.0985754,Loading...,Loading...
Attica village,Ohio,INC,873,41.0634763,-82.8871419,Loading...,Loading...
Aurora city,Ohio,INC,17239,41.3118468,-81.3450136,Loading...,Loading...
Avon city,Ohio,INC,24847,41.4945045,-82.0160754,Loading...,Loading...
Avon Lake city,Ohio,INC,25206,41.4485504,-82.0187031,Avon cityOhio,Loading...
Bailey Lakes village,Ohio,INC,349,40.9488424,-82.3570408,Loading...,Loading...
Bainbridge village,Ohio,INC,765,39.2263919,-83.269665,Loading...,Loading...
Bairdstown village,Ohio,INC,115,41.1711843,-83.6072888,Loading...,Loading...
Baltic village,Ohio,INC,851,40.443532,-81.7010083,Loading...,Loading...
Baltimore village,Ohio,INC,2981,39.8460388,-82.6046872,Loading...,Loading...
Barberton city,Ohio,INC,25191,41.009454,-81.6037062,Loading...,Loading...
Barnesville village,Ohio,INC,4008,39.9887841,-81.172752,Loading...,Loading...
Barnhill village,Ohio,INC,383,40.4496626,-81.3679076,Loading...,Loading...
Batavia village,Ohio,INC,1972,39.0814993,-84.1718584,Loading...,Loading...
Batesville village,Ohio,INC,101,39.9156093,-81.2823634,Loading...,Loading...
Bay View village,Ohio,INC,608,41.4684168,-82.8249694,Loading...,Loading...
Bay Village city,Ohio,INC,16163,41.4885597,-81.9285301,Loading...,Loading...
Beach City village,Ohio,INC,940,40.6531234,-81.5795527,Loading...,Loading...
Beachwood city,Ohio,INC,14040,41.4758695,-81.5029766,Loading...,Loading...
Beallsville village,Ohio,INC,355,39.8488691,-81.0353907,Loading...,Loading...
Beaver village,Ohio,INC,442,39.031922,-82.8252539,Loading...,Loading...
Beavercreek city,Ohio,INC,46549,39.7309629,-84.062385,Loading...,Loading...
Beaverdam village,Ohio,INC,319,40.8327998,-83.9737883,Loading...,Loading...
Bedford city,Ohio,INC,13149,41.4041372,-81.5052891,Loading...,Loading...
Bedford Heights city,Ohio,INC,11020,41.3919276,-81.5359703,Loading...,Loading...
Bellaire village,Ohio,INC,3870,40.016927,-80.7470537,Loading...,Loading...
Bellbrook city,Ohio,INC,7317,39.638351,-84.0862885,Loading...,Loading...
Belle Center village,Ohio,INC,809,40.508886,-83.7453397,Loading...,10.14206055
Belle Valley village,Ohio,INC,201,39.7888189,-81.5565315,Loading...,Loading...
Bellefontaine city,Ohio,INC,14115,40.3627159,-83.7629908,Loading...,Loading...
Bellevue city,Ohio,INC,8249,41.2744941,-82.8401859,Loading...,Loading...
Bellville village,Ohio,INC,1963,40.6296202,-82.5242828,Mansfield cityOhio,Loading...
Belmont village,Ohio,INC,414,40.0279794,-81.040933,Loading...,Loading...
Belmore village,Ohio,INC,65,41.1548382,-83.9416973,Loading...,Loading...
Beloit village,Ohio,INC,903,40.9195383,-80.996338,Loading...,6.429667772
Belpre city,Ohio,INC,6728,39.2814291,-81.5970449,Loading...,Loading...
Bentleyville village,Ohio,INC,897,41.4121501,-81.4121323,Loading...,Loading...
Benton Ridge village,Ohio,INC,272,41.0043184,-83.7919644,Loading...,Loading...
Berea city,Ohio,INC,18545,41.3695975,-81.8641811,Loading...,Loading...
Bergholz village,Ohio,INC,544,40.5207959,-80.885057,Loading...,Loading...
Berkey village,Ohio,INC,275,41.7083533,-83.8383304,Loading...,Loading...
Berlin Heights village,Ohio,INC,651,41.3204348,-82.4903437,Loading...,Loading...
Bethel village,Ohio,INC,2620,38.962713,-84.0846563,Loading...,Loading...
Bethesda village,Ohio,INC,1211,40.0164087,-81.0727623,Loading...,Loading...
Bettsville village,Ohio,INC,595,41.2440548,-83.2338725,Loading...,Loading...
Beverly village,Ohio,INC,1233,39.5499846,-81.6362013,Loading...,Loading...
Bexley city,Ohio,INC,13928,39.9650222,-82.934244,Loading...,Loading...
Blakeslee village,Ohio,INC,104,41.5242126,-84.7308458,Loading...,Loading...
Blanchester village,Ohio,INC,4224,39.2933821,-83.9795734,Loading...,Loading...
Bloomdale village,Ohio,INC,665,41.1715711,-83.5534366,Loading...,Loading...
Bloomingburg village,Ohio,INC,878,39.6079293,-83.3952863,Loading...,Loading...
Bloomingdale village,Ohio,INC,145,40.3422279,-80.8178504,Steubenville cityOhio,Loading...
Bloomville village,Ohio,INC,867,41.0513731,-83.0136684,Loading...,Loading...
Blue Ash city,Ohio,INC,13394,39.2480227,-84.3826766,Loading...,Loading...
Bluffton village,Ohio,INC,3967,40.891234,-83.8886505,Loading...,9.128964681
Bolivar village,Ohio,INC,1000,40.6539688,-81.4549834,Loading...,Loading...
Boston Heights village,Ohio,INC,1402,41.2538567,-81.5089556,Loading...,Loading...
Botkins village,Ohio,INC,1155,40.4585365,-84.1781471,Loading...,Loading...
Bowerston village,Ohio,INC,356,40.4272619,-81.187387,Uhrichsville cityOhio,Loading...
Bowersville village,Ohio,INC,261,39.5807868,-83.7233257,Loading...,Loading...
Bowling Green city,Ohio,INC,30808,41.3775622,-83.6495005,Loading...,Loading...
Bradford village,Ohio,INC,1796,40.1318195,-84.4292734,Loading...,Loading...
Bradner village,Ohio,INC,971,41.3236722,-83.4363159,Loading...,Loading...
Bratenahl village,Ohio,INC,1430,41.5549277,-81.6051578,Loading...,Loading...
Brecksville city,Ohio,INC,13635,41.307947,-81.6191628,Loading...,Loading...
Bremen village,Ohio,INC,1479,39.7060805,-82.4295519,Loading...,Loading...
Brewster village,Ohio,INC,2113,40.7135346,-81.5992434,Loading...,Loading...
Brice village,Ohio,INC,93,39.9173598,-82.8318209,Loading...,Loading...
Bridgeport village,Ohio,INC,1582,40.0670785,-80.7476164,Loading...,Loading...
Broadview Heights city,Ohio,INC,19936,41.3195432,-81.6779006,Loading...,Loading...
Brook Park city,Ohio,INC,18595,41.4036637,-81.8218053,Loading...,Loading...
Brooklyn city,Ohio,INC,11359,41.4179774,-81.6681146,Loading...,Loading...
Brooklyn Heights village,Ohio,INC,1519,41.4348659,-81.7497123,Loading...,Loading...
Brookside village,Ohio,INC,538,40.0708294,-80.7606116,Loading...,Loading...
Brookville city,Ohio,INC,5989,39.8392851,-84.4175621,Loading...,Loading...
Broughton village,Ohio,INC,116,41.0880098,-84.5349836,Loading...,Loading...
Brunswick city,Ohio,INC,35426,41.2464834,-81.819812,Loading...,Loading...
Bryan city,Ohio,INC,8729,41.4706189,-84.5482607,Loading...,Loading...
Buchtel village,Ohio,INC,518,39.4633447,-82.1810977,Loading...,Loading...
Buckeye Lake village,Ohio,INC,2520,39.9354825,-82.4825907,Loading...,Loading...
Buckland village,Ohio,INC,233,40.6234333,-84.259995,Loading...,Loading...
Bucyrus city,Ohio,INC,11684,40.8053705,-82.9718571,Loading...,11.08881654
Burbank village,Ohio,INC,296,40.9862322,-81.9948403,Loading...,Loading...
Burgoon village,Ohio,INC,183,41.2674137,-83.2507433,Loading...,Loading...
Burkettsville village,Ohio,INC,272,40.3529464,-84.642581,Loading...,Loading...
Burton village,Ohio,INC,1407,41.4707638,-81.1455882,Loading...,Loading...
Butler village,Ohio,INC,941,40.5895892,-82.4211499,Loading...,Loading...
Butlerville village,Ohio,INC,155,39.3016181,-84.0903745,Loading...,Loading...
Byesville village,Ohio,INC,2364,39.9731195,-81.5458082,Loading...,Loading...
Cadiz village,Ohio,INC,3051,40.2643778,-80.9980339,Loading...,Loading...
Cairo village,Ohio,INC,517,40.8307525,-84.0844887,Loading...,Loading...
Caldwell village,Ohio,INC,1691,39.7468319,-81.5127869,Loading...,Loading...
Caledonia village,Ohio,INC,560,40.636429,-82.9695134,Loading...,Loading...
Cambridge city,Ohio,INC,10089,40.0221547,-81.5868161,Loading...,Loading...
Camden village,Ohio,INC,1989,39.6373094,-84.6446086,Loading...,Loading...
Campbell city,Ohio,INC,7852,41.0776944,-80.5903152,Loading...,Loading...
Canal Fulton city,Ohio,INC,5325,40.8895208,-81.5882177,Loading...,Loading...
Canal Winchester city,Ohio,INC,9107,39.8436752,-82.8126887,Loading...,Loading...
Canfield city,Ohio,INC,7699,41.0290678,-80.7697544,Loading...,Loading...
Canton city,Ohio,INC,70872,40.807789,-81.3675783,Loading...,Loading...
Cardington village,Ohio,INC,2079,40.4979842,-82.8936498,Loading...,Loading...
Carey village,Ohio,INC,3565,40.9497057,-83.3831761,Loading...,Loading...
Carlisle village,Ohio,INC,5501,39.5806724,-84.3201098,Loading...,Loading...
Carroll village,Ohio,INC,501,39.8025848,-82.7061784,Loading...,Loading...
Carrollton village,Ohio,INC,3087,40.5787469,-81.0908197,Loading...,Loading...
Casstown village,Ohio,INC,270,40.0527674,-84.1285133,Loading...,Loading...
Castalia village,Ohio,INC,774,41.4010403,-82.8080849,Loading...,Loading...
Castine village,Ohio,INC,110,39.9310425,-84.6247177,Loading...,Loading...
Catawba village,Ohio,INC,245,39.9996265,-83.621903,Loading...,8.213716839
Cecil village,Ohio,INC,146,41.2190781,-84.6017401,Loading...,Loading...
Cedarville village,Ohio,INC,4257,39.7469635,-83.8108145,Loading...,Loading...
Celina city,Ohio,INC,10935,40.5550185,-84.5625884,Loading...,Loading...
Centerburg village,Ohio,INC,1690,40.3037816,-82.6977991,Loading...,Loading...
Centerville (Thurman) village,Ohio,INC,87,38.897874,-82.445775,Loading...,Loading...
Centerville city,Ohio,INC,24240,39.633889,-84.1449347,Loading...,Loading...
Chagrin Falls village,Ohio,INC,4188,41.4319241,-81.3887366,Loading...,Loading...
Chardon city,Ohio,INC,5242,41.5802493,-81.2081152,Loading...,Loading...
Chatfield village,Ohio,INC,205,40.9512054,-82.9419596,Loading...,Loading...
Chauncey village,Ohio,INC,959,39.4003416,-82.1263099,Loading...,Loading...
Chesapeake village,Ohio,INC,765,38.4298167,-82.4487148,Loading...,Loading...
Cheshire village,Ohio,INC,123,38.950409,-82.1130103,Loading...,Loading...
Chesterhill village,Ohio,INC,276,39.4907193,-81.8667141,Loading...,Loading...
Chesterville village,Ohio,INC,191,40.4776949,-82.6817601,Loading...,Loading...
Cheviot city,Ohio,INC,8658,39.1576547,-84.6139079,Loading...,Loading...
Chickasaw village,Ohio,INC,358,40.436514,-84.4937597,Loading...,Loading...
Chillicothe city,Ohio,INC,22059,39.3393809,-82.9939891,Loading...,Loading...
Chilo village,Ohio,INC,71,38.7934128,-84.1373206,Loading...,Loading...
Chippewa Lake village,Ohio,INC,654,41.0737046,-81.9046829,Loading...,Loading...
Christiansburg village,Ohio,INC,505,40.0567472,-84.0255355,Loading...,Loading...
Cincinnati city,Ohio,INC,309317,39.1412125,-84.50602,Loading...,Loading...
Circleville city,Ohio,INC,13927,39.6061948,-82.9334728,Loading...,Loading...
Clarington village,Ohio,INC,280,39.7763206,-80.8647765,Loading...,Loading...
Clarksburg village,Ohio,INC,409,39.5058593,-83.1541374,Circleville cityOhio,Loading...
Clarksville village,Ohio,INC,534,39.4016442,-83.9829835,Loading...,Loading...
Clay Center village,Ohio,INC,262,41.5730879,-83.364124,Loading...,Loading...
Clayton city,Ohio,INC,13310,39.8688856,-84.3291493,Loading...,Loading...
Cleveland city,Ohio,INC,372624,41.5112447,-81.5635509,Loading...,Loading...
Cleveland Heights city,Ohio,INC,45312,41.4792826,-81.6802736,Loading...,Loading...
Cleves village,Ohio,INC,3414,39.1635038,-84.7468095,Loading...,Loading...
Clifton village,Ohio,INC,131,39.7971755,-83.8257149,Loading...,Loading...
Clinton village,Ohio,INC,1197,40.9283784,-81.6304226,Loading...,Loading...
Cloverdale village,Ohio,INC,170,41.0192901,-84.3034069,Loading...,Loading...
Clyde city,Ohio,INC,6294,41.3044899,-82.9781443,Loading...,Loading...
Coal Grove village,Ohio,INC,1889,38.4975971,-82.6422241,Loading...,Loading...
Coalton village,Ohio,INC,445,39.1117096,-82.6108729,Loading...,Loading...
Coldwater village,Ohio,INC,4774,40.4828251,-84.632104,Loading...,Loading...
